SCHOOL_ID,SCHOOL_NAME,REGION,ELA_FIRST_YEAR,ELA_LATEST_YEAR,ELA_FIRST_PCT,ELA_LATEST_PCT,ELA_OVERALL_CHANGE,MATH_FIRST_YEAR,MATH_LATEST_YEAR,MATH_FIRST_PCT,MATH_LATEST_PCT,MATH_OVERALL_CHANGE,COMPOSITE_OVERALL_CHANGE,ELA_YEARS_IMPROVED,ELA_YEARS_DECLINED,ELA_YEARS_MEASURED,MATH_YEARS_IMPROVED,MATH_YEARS_DECLINED,MATH_YEARS_MEASURED,COMPOSITE_YEARS_IMPROVED,COMPOSITE_YEARS_DECLINED,ELA_PEAK_YOY,MATH_PEAK_YOY,COMPOSITE_PEAK_YOY,CONSISTENCY_SCORE,IMPROVEMENT_SCORE,ELA_OVERALL_RANK,MATH_OVERALL_RANK,COMPOSITE_OVERALL_RANK,CONSISTENCY_RANK,ELA_PEAK_RANK,MATH_PEAK_RANK,COMPOSITE_PEAK_RANK,IMPROVEMENT_CATEGORY,OVERALL_IMPROVEMENT_RANK,REGIONAL_IMPROVEMENT_RANK
2338,Bob Miller Middle School,Region 2,2020,2024,60,65,5,2020,2024,45,54,9,7.0,2,2,4,3,1,4,3,1,7,7,5.0,0.75,0.713,183,197,203,69,166,183,221,Consistently Improving,166,56
2080,Mark L Fine Elementary School,Region 2,2020,2024,45,45,0,2020,2024,29,41,12,6.0,2,1,4,2,1,4,3,1,9,11,10.0,0.75,0.708,248,158,209,69,104,96,88,Consistently Improving,173,59
2232,Paradise Professional Development Elementary School,Region 2,2020,2024,21,22,1,2020,2024,10,21,11,6.0,2,2,4,3,1,4,3,1,9,6,7.5,0.75,0.708,237,179,209,69,104,202,151,Consistently Improving,173,59
2309,K O Knudson Academy of the Arts,Region 2,2020,2024,38,41,3,2020,2024,11,18,7,5.0,2,2,4,3,0,4,3,1,8,4,5.0,0.75,0.703,219,218,222,69,135,244,221,Consistently Improving,178,61
2236,Rex Bell Elementary School,Region 2,2020,2024,25,25,0,2020,2024,9,18,9,4.5,3,1,4,3,1,4,3,1,3,6,4.0,0.75,0.701,248,197,229,69,270,202,251,Consistent but Flat,180,62
2333,Irwin & Susan Molasky Junior High School,Region 2,2020,2024,22,28,6,2020,2024,10,13,3,4.5,2,2,4,2,1,4,3,1,6,3,3.5,0.75,0.701,171,265,229,69,190,259,262,Consistent but Flat,180,62
2207,Doris Hancock Elementary School,Region 2,2020,2024,29,31,2,2020,2024,16,23,7,4.5,3,1,4,3,1,4,3,1,5,5,3.5,0.75,0.701,229,218,229,69,226,225,262,Consistent but Flat,180,62
2284,Hal Smith Elementary School,Region 2,2020,2024,12,17,5,2020,2024,6,9,3,4.0,2,2,4,2,1,4,3,1,5,3,2.5,0.75,0.698,183,265,238,69,226,259,284,Consistent but Flat,185,65
2360,Lois & Jerry Tarkanian Middle School,Region 2,2020,2024,52,62,10,2020,2024,30,44,14,12.0,3,1,4,3,1,4,2,1,8,6,7.0,0.67,0.689,118,138,130,187,135,202,168,Big Gains,192,66
2244,Vail Pittman Elementary School,Region 2,2020,2024,23,31,8,2020,2024,11,27,16,12.0,2,2,4,4,0,4,2,1,9,9,7.5,0.67,0.689,139,117,130,187,104,132,151,Big Gains,192,66
2348,Ralph Cadwallader Middle School,Region 2,2020,2024,48,55,7,2020,2024,34,44,10,8.5,2,2,4,4,0,4,2,1,12,3,7.5,0.67,0.672,157,189,178,187,47,259,151,Mixed Progress,194,68
2286,Ethel W Staton Elementary School,Region 2,2020,2024,69,71,2,2020,2024,54,66,12,7.0,3,1,4,2,2,4,2,1,6,15,9.5,0.67,0.665,229,158,203,187,190,38,98,Mixed Progress,198,69
2317,Kenny C Guinn Middle School,Region 2,2020,2024,43,48,5,2020,2024,28,35,7,6.0,3,1,4,1,1,4,2,1,6,8,7.0,0.67,0.66,183,218,209,187,190,157,168,Mixed Progress,199,70
2241,Sunrise Acres Elementary School,Region 2,2020,2024,21,26,5,2020,2024,16,21,5,5.0,2,1,4,2,1,4,2,1,10,9,9.5,0.67,0.655,183,238,222,187,87,132,98,Mixed Progress,203,71
2332,Duane D Keller Middle School,Region 2,2020,2024,22,26,4,2020,2024,6,11,5,4.5,1,3,4,2,0,2,2,1,7,2,7.0,0.67,0.653,204,238,229,187,166,280,168,Mixed Progress,204,72
2347,Victoria Fertitta Middle School,Region 2,2020,2024,57,55,-2,2020,2024,32,41,9,3.5,2,2,4,3,1,4,2,1,5,9,3.0,0.67,0.648,269,197,246,187,226,132,273,Mixed Progress,208,73
2101,Blue Diamond Elementary School,Region 2,2020,2023,71,82,11,2021,2023,94,88,-6,2.5,2,1,3,1,1,2,2,1,17,1,20.0,0.67,0.643,100,297,256,187,12,291,2,Mixed Progress,209,74
2345,Marvin M Sedway Middle School,Region 2,2020,2024,21,22,1,2020,2024,7,9,2,1.5,1,1,4,2,1,4,2,1,4,2,3.0,0.67,0.638,237,271,265,187,257,280,273,Mixed Progress,210,75
2077,Shirley & Bill Wallin Elementary School,Region 2,2020,2024,61,70,9,2020,2024,45,66,21,15.0,2,2,4,3,1,4,2,2,8,15,11.5,0.5,0.601,130,68,94,215,135,38,55,Big Gains,216,76
2107,Frank Kim Elementary School,Region 2,2020,2024,43,47,4,2020,2024,19,40,21,12.5,2,2,4,3,1,4,2,2,11,11,11.0,0.5,0.589,204,68,118,215,62,96,68,Big Gains,222,77
2239,Ruby S Thomas Elementary School,Region 2,2020,2024,15,30,15,2020,2024,8,17,9,12.0,2,1,4,2,1,4,2,2,14,7,10.5,0.5,0.587,59,197,130,215,31,183,80,Big Gains,223,78
2273,Howard Hollingsworth Elementary School,Region 2,2020,2024,16,28,12,2021,2024,12,23,11,11.5,3,1,4,2,1,3,2,2,11,8,9.5,0.5,0.584,91,179,142,215,62,157,98,Big Gains,225,79
2078,Evelyn Stuckey Elementary School,Region 2,2020,2024,54,65,11,2020,2024,47,57,10,10.5,2,1,4,2,2,4,2,2,9,11,10.0,0.5,0.58,100,189,154,215,104,96,88,Big Gains,227,80
2194,Aldeane Comito Ries Elementary School,Region 2,2020,2024,40,48,8,2020,2024,28,41,13,10.5,2,2,4,2,1,4,2,2,11,15,13.0,0.5,0.58,139,152,154,215,62,38,38,Big Gains,227,80
2175,William E Snyder Elementary School,Region 2,2020,2024,19,24,5,2020,2024,10,20,10,7.5,2,1,4,2,1,4,2,2,6,6,6.0,0.5,0.565,183,189,193,215,190,202,194,Mixed Progress,239,82
2098,Judith D Steele Elementary School,Region 2,2020,2024,48,54,6,2020,2024,41,48,7,6.5,1,1,4,2,2,4,2,2,7,14,10.5,0.5,0.56,171,218,207,215,166,49,80,Mixed Progress,241,83
2074,Don & Dee Snyder Elementary School,Region 2,2020,2024,49,54,5,2020,2024,31,38,7,6.0,2,1,4,2,2,4,2,2,9,9,6.0,0.5,0.558,183,218,209,215,104,132,194,Mixed Progress,242,84
2138,Patricia A Bendorf Elementary School,Region 2,2020,2024,41,39,-2,2020,2024,17,31,14,6.0,1,2,4,3,1,4,2,2,7,6,6.5,0.5,0.558,269,138,209,215,166,202,182,Mixed Progress,242,84
2356,Jerome Mack Middle School,Region 2,2020,2024,15,22,7,2020,2024,6,11,5,6.0,2,2,4,3,1,4,2,2,11,5,8.0,0.5,0.558,157,238,209,215,62,225,137,Mixed Progress,242,84
2130,Jack Dailey Elementary School,Region 2,2020,2024,27,33,6,2020,2024,19,23,4,5.0,2,1,4,1,2,4,2,2,9,7,8.0,0.5,0.553,171,254,222,215,104,183,137,Mixed Progress,246,87
2216,John S Park Elementary School,Region 2,2020,2024,31,31,0,2020,2024,17,27,10,5.0,2,2,4,2,2,4,2,2,9,9,9.0,0.5,0.553,248,189,222,215,104,132,114,Mixed Progress,246,87
2349,Lawrence & Heidi Canarelli Middle School,Region 2,2020,2024,54,52,-2,2020,2024,27,36,9,3.5,2,2,4,2,2,4,2,2,6,7,3.0,0.5,0.546,269,197,246,215,190,183,273,Mixed Progress,254,89
2304,James Cashman Middle School,Region 2,2020,2024,29,32,3,2020,2024,14,16,2,2.5,2,2,4,2,2,4,2,2,8,3,5.5,0.5,0.541,219,271,256,215,135,259,205,Mixed Progress,260,90
2283,DVorre & Hal Ober Elementary School,Region 2,2020,2024,46,41,-5,2020,2024,25,33,8,1.5,1,2,4,2,2,4,2,2,1,7,4.0,0.5,0.536,283,209,265,215,293,183,251,Mixed Progress,263,91
2316,Helen C Cannon Junior High School,Region 2,2020,2024,26,25,-1,2020,2024,8,10,2,0.5,2,2,4,3,1,4,2,2,5,3,3.5,0.5,0.531,259,271,272,215,226,259,262,Mixed Progress,266,92
2314,C W Woodbury Middle School,Region 2,2020,2024,28,27,-1,2020,2024,8,9,1,0.0,2,2,4,2,2,4,2,2,8,2,5.0,0.5,0.529,259,277,278,215,135,280,221,Mixed Progress,269,93
2312,William E Orr Middle School,Region 2,2020,2024,18,17,-1,2021,2024,8,5,-3,-2.0,3,1,4,1,2,3,1,3,3,1,0.5,0.25,0.369,259,292,286,290,270,291,298,Needs Attention,294,94
2303,Hyde Park Middle School,Region 2,2020,2024,61,51,-10,2020,2024,52,44,-8,-9.0,0,4,4,0,3,4,0,4,-1,0,-1.5,0,0.186,297,298,298,299,298,297,300,Needs Attention,299,95
