SCHOOL_ID,SCHOOL_NAME,REGION,SCHOOL_YEAR,ELA_PCT,ELA_PRIOR_YEAR,ELA_YOY_CHANGE,ELA_DIRECTION,MATH_PCT,MATH_PRIOR_YEAR,MATH_YOY_CHANGE,MATH_DIRECTION,COMPOSITE_PCT,COMPOSITE_YOY_CHANGE
2178,Tony Alamo Elementary School,Region 2,2020,44,,,,28,,,,36.0,
2178,Tony Alamo Elementary School,Region 2,2021,55,44,11,Up,44,28,16,Up,49.5,13.5
2178,Tony Alamo Elementary School,Region 2,2022,55,55,0,Flat,46,44,2,Up,50.5,1.0
2178,Tony Alamo Elementary School,Region 2,2023,53,55,-2,Down,46,46,0,Flat,49.5,-1.0
2178,Tony Alamo Elementary School,Region 2,2024,55,53,2,Up,52,46,6,Up,53.5,4.0
2067,Kenneth Divich Elementary School,Region 1,2020,57,,,,37,,,,47.0,
2067,Kenneth Divich Elementary School,Region 1,2021,63,57,6,Up,43,37,6,Up,53.0,6.0
2067,Kenneth Divich Elementary School,Region 1,2022,55,63,-8,Down,52,43,9,Up,53.5,0.5
2067,Kenneth Divich Elementary School,Region 1,2023,56,55,1,Up,56,52,4,Up,56.0,2.5
2067,Kenneth Divich Elementary School,Region 1,2024,65,56,9,Up,56,56,0,Flat,60.5,4.5
2186,Judy & John L Goolsby Elementary School,Region 1,2020,75,,,,57,,,,66.0,
2186,Judy & John L Goolsby Elementary School,Region 1,2021,75,75,0,Flat,73,57,16,Up,74.0,8.0
2186,Judy & John L Goolsby Elementary School,Region 1,2022,71,75,-4,Down,67,73,-6,Down,69.0,-5.0
2186,Judy & John L Goolsby Elementary School,Region 1,2023,70,71,-1,Down,69,67,2,Up,69.5,0.5
2186,Judy & John L Goolsby Elementary School,Region 1,2024,78,70,8,Up,75,69,6,Up,76.5,7.0
2203,C C Ronnow Elementary School,Region 3,2020,14,,,,9,,,,11.5,
2203,C C Ronnow Elementary School,Region 3,2021,33,14,19,Up,20,9,11,Up,26.5,15.0
2203,C C Ronnow Elementary School,Region 3,2022,20,33,-13,Down,17,20,-3,Down,18.5,-8.0
2203,C C Ronnow Elementary School,Region 3,2023,24,20,4,Up,24,17,7,Up,24.0,5.5
2203,C C Ronnow Elementary School,Region 3,2024,30,24,6,Up,23,24,-1,Down,26.5,2.5
2081,Henry & Evelyn Bozarth Elementary School,Region 1,2020,51,,,,36,,,,43.5,
2081,Henry & Evelyn Bozarth Elementary School,Region 1,2021,64,51,13,Up,56,36,20,Up,60.0,16.5
2081,Henry & Evelyn Bozarth Elementary School,Region 1,2022,61,64,-3,Down,53,56,-3,Down,57.0,-3.0
2081,Henry & Evelyn Bozarth Elementary School,Region 1,2023,64,61,3,Up,53,53,0,Flat,58.5,1.5
2081,Henry & Evelyn Bozarth Elementary School,Region 1,2024,68,64,4,Up,58,53,5,Up,63.0,4.5
2243,Twin Lakes Elementary School,Region 1,2020,20,,,,13,,,,16.5,
2243,Twin Lakes Elementary School,Region 1,2021,31,20,11,Up,21,13,8,Up,26.0,9.5
2243,Twin Lakes Elementary School,Region 1,2022,31,31,0,Flat,17,21,-4,Down,24.0,-2.0
2243,Twin Lakes Elementary School,Region 1,2023,29,31,-2,Down,23,17,6,Up,26.0,2.0
2243,Twin Lakes Elementary School,Region 1,2024,36,29,7,Up,28,23,5,Up,32.0,6.0
2291,Sandy Valley Elementary School,Region 3,2020,,,,,,,,,,
2291,Sandy Valley Elementary School,Region 3,2021,24,,,,26,,,,25.0,
2291,Sandy Valley Elementary School,Region 3,2022,25,24,1,Up,21,26,-5,Down,23.0,-2.0
2291,Sandy Valley Elementary School,Region 3,2023,44,25,19,Up,35,21,14,Up,39.5,16.5
2291,Sandy Valley Elementary School,Region 3,2024,51,44,7,Up,33,35,-2,Down,42.0,2.5
2339,Sig Rogich Middle School,Region 2,2020,72,,,,45,,,,58.5,
2339,Sig Rogich Middle School,Region 2,2021,73,72,1,Up,50,45,5,Up,61.5,3.0
2339,Sig Rogich Middle School,Region 2,2022,67,73,-6,Down,54,50,4,Up,60.5,-1.0
2339,Sig Rogich Middle School,Region 2,2023,67,67,0,Flat,56,54,2,Up,61.5,1.0
2339,Sig Rogich Middle School,Region 2,2024,72,67,5,Up,62,56,6,Up,67.0,5.5
2111,John Dooley Elementary School,Region 3,2020,48,,,,18,,,,33.0,
2111,John Dooley Elementary School,Region 3,2021,53,48,5,Up,46,18,28,Up,49.5,16.5
2111,John Dooley Elementary School,Region 3,2022,52,53,-1,Down,45,46,-1,Down,48.5,-1.0
2111,John Dooley Elementary School,Region 3,2023,51,52,-1,Down,46,45,1,Up,48.5,0.0
2111,John Dooley Elementary School,Region 3,2024,48,51,-3,Down,46,46,0,Flat,47.0,-1.5
2369,Jo Mackey Middle School,Transformation Network,2020,35,,,,,,,,35.0,
2369,Jo Mackey Middle School,Transformation Network,2021,65,35,30,Up,20,,,,42.5,7.5
2369,Jo Mackey Middle School,Transformation Network,2022,47,65,-18,Down,22,20,2,Up,34.5,-8.0
2369,Jo Mackey Middle School,Transformation Network,2023,62,47,15,Up,30,22,8,Up,46.0,11.5
2369,Jo Mackey Middle School,Transformation Network,2024,69,62,7,Up,33,30,3,Up,51.0,5.0
2345,Marvin M Sedway Middle School,Region 2,2020,21,,,,7,,,,14.0,
2345,Marvin M Sedway Middle School,Region 2,2021,21,21,0,Flat,8,7,1,Up,14.5,0.5
2345,Marvin M Sedway Middle School,Region 2,2022,25,21,4,Up,10,8,2,Up,17.5,3.0
2345,Marvin M Sedway Middle School,Region 2,2023,22,25,-3,Down,9,10,-1,Down,15.5,-2.0
2345,Marvin M Sedway Middle School,Region 2,2024,22,22,0,Flat,9,9,0,Flat,15.5,0.0
2174,Lucille S Rogers Elementary School,Region 1,2020,56,,,,37,,,,46.5,
2174,Lucille S Rogers Elementary School,Region 1,2021,45,56,-11,Down,34,37,-3,Down,39.5,-7.0
2174,Lucille S Rogers Elementary School,Region 1,2022,44,45,-1,Down,44,34,10,Up,44.0,4.5
2174,Lucille S Rogers Elementary School,Region 1,2023,45,44,1,Up,42,44,-2,Down,43.5,-0.5
2174,Lucille S Rogers Elementary School,Region 1,2024,52,45,7,Up,49,42,7,Up,50.5,7.0
2319,B Mahlon Brown Junior High School,Region 3,2020,39,,,,20,,,,29.5,
2319,B Mahlon Brown Junior High School,Region 3,2021,41,39,2,Up,15,20,-5,Down,28.0,-1.5
2319,B Mahlon Brown Junior High School,Region 3,2022,39,41,-2,Down,20,15,5,Up,29.5,1.5
2319,B Mahlon Brown Junior High School,Region 3,2023,35,39,-4,Down,19,20,-1,Down,27.0,-2.5
2319,B Mahlon Brown Junior High School,Region 3,2024,40,35,5,Up,20,19,1,Up,30.0,3.0
2267,Elbert Edwards Elementary School,Region 3,2020,20,,,,9,,,,14.5,
2267,Elbert Edwards Elementary School,Region 3,2021,26,20,6,Up,13,9,4,Up,19.5,5.0
2267,Elbert Edwards Elementary School,Region 3,2022,21,26,-5,Down,21,13,8,Up,21.0,1.5
2267,Elbert Edwards Elementary School,Region 3,2023,27,21,6,Up,22,21,1,Up,24.5,3.5
2267,Elbert Edwards Elementary School,Region 3,2024,35,27,8,Up,24,22,2,Up,29.5,5.0
2266,Harvey N Dondero Elementary School,Region 2,2020,29,,,,16,,,,22.5,
2266,Harvey N Dondero Elementary School,Region 2,2021,28,29,-1,Down,25,16,9,Up,26.5,4.0
2266,Harvey N Dondero Elementary School,Region 2,2022,22,28,-6,Down,27,25,2,Up,24.5,-2.0
2266,Harvey N Dondero Elementary School,Region 2,2023,28,22,6,Up,26,27,-1,Down,27.0,2.5
2266,Harvey N Dondero Elementary School,Region 2,2024,31,28,3,Up,33,26,7,Up,32.0,5.0
2278,R Guild Gray Elementary School,Region 2,2020,23,,,,12,,,,17.5,
2278,R Guild Gray Elementary School,Region 2,2021,33,23,10,Up,16,12,4,Up,24.5,7.0
2278,R Guild Gray Elementary School,Region 2,2022,35,33,2,Up,27,16,11,Up,31.0,6.5
2278,R Guild Gray Elementary School,Region 2,2023,38,35,3,Up,27,27,0,Flat,32.5,1.5
2278,R Guild Gray Elementary School,Region 2,2024,40,38,2,Up,31,27,4,Up,35.5,3.0
2086,Jesse D Scott Elementary School,Region 1,2020,17,,,,,,,,17.0,
2086,Jesse D Scott Elementary School,Region 1,2021,19,17,2,Up,10,,,,14.5,-2.5
2086,Jesse D Scott Elementary School,Region 1,2022,25,19,6,Up,16,10,6,Up,20.5,6.0
2086,Jesse D Scott Elementary School,Region 1,2023,18,25,-7,Down,9,16,-7,Down,13.5,-7.0
2086,Jesse D Scott Elementary School,Region 1,2024,27,18,9,Up,18,9,9,Up,22.5,9.0
2221,Lewis E Rowe Elementary School,Region 2,2020,32,,,,18,,,,25.0,
2221,Lewis E Rowe Elementary School,Region 2,2021,47,32,15,Up,30,18,12,Up,38.5,13.5
2221,Lewis E Rowe Elementary School,Region 2,2022,49,47,2,Up,37,30,7,Up,43.0,4.5
2221,Lewis E Rowe Elementary School,Region 2,2023,41,49,-8,Down,28,37,-9,Down,34.5,-8.5
2221,Lewis E Rowe Elementary School,Region 2,2024,48,41,7,Up,34,28,6,Up,41.0,6.5
2124,Herbert A Derfelt Elementary School,Region 2,2020,26,,,,18,,,,22.0,
2124,Herbert A Derfelt Elementary School,Region 2,2021,29,26,3,Up,23,18,5,Up,26.0,4.0
2124,Herbert A Derfelt Elementary School,Region 2,2022,44,29,15,Up,33,23,10,Up,38.5,12.5
2124,Herbert A Derfelt Elementary School,Region 2,2023,43,44,-1,Down,31,33,-2,Down,37.0,-1.5
2124,Herbert A Derfelt Elementary School,Region 2,2024,42,43,-1,Down,34,31,3,Up,38.0,1.0
2102,Goodsprings Elementary School,Region 2,2020,,,,,,,,,,
2102,Goodsprings Elementary School,Region 2,2021,,,,,,,,,,
2102,Goodsprings Elementary School,Region 2,2022,,,,,,,,,,
2102,Goodsprings Elementary School,Region 2,2023,,,,,,,,,,
2102,Goodsprings Elementary School,Region 2,2024,,,,,,,,,,
2232,Paradise Professional Development Elementary School,Region 2,2020,21,,,,10,,,,15.5,
2232,Paradise Professional Development Elementary School,Region 2,2021,19,21,-2,Down,14,10,4,Up,16.5,1.0
2232,Paradise Professional Development Elementary School,Region 2,2022,28,19,9,Up,20,14,6,Up,24.0,7.5
2232,Paradise Professional Development Elementary School,Region 2,2023,30,28,2,Up,23,20,3,Up,26.5,2.5
2232,Paradise Professional Development Elementary School,Region 2,2024,22,30,-8,Down,21,23,-2,Down,21.5,-5.0
2164,Raul P Elizondo Elementary School,Region 1,2020,20,,,,10,,,,15.0,
2164,Raul P Elizondo Elementary School,Region 1,2021,32,20,12,Up,18,10,8,Up,25.0,10.0
2164,Raul P Elizondo Elementary School,Region 1,2022,19,32,-13,Down,16,18,-2,Down,17.5,-7.5
2164,Raul P Elizondo Elementary School,Region 1,2023,27,19,8,Up,15,16,-1,Down,21.0,3.5
2164,Raul P Elizondo Elementary School,Region 1,2024,30,27,3,Up,24,15,9,Up,27.0,6.0
2132,Ernest May Elementary School,Region 2,2020,33,,,,16,,,,24.5,
2132,Ernest May Elementary School,Region 2,2021,53,33,20,Up,35,16,19,Up,44.0,19.5
2132,Ernest May Elementary School,Region 2,2022,47,53,-6,Down,36,35,1,Up,41.5,-2.5
2132,Ernest May Elementary School,Region 2,2023,51,47,4,Up,38,36,2,Up,44.5,3.0
2132,Ernest May Elementary School,Region 2,2024,59,51,8,Up,46,38,8,Up,52.5,8.0
2099,Steve Schorr Elementary School,Region 3,2020,48,,,,28,,,,38.0,
2099,Steve Schorr Elementary School,Region 3,2021,45,48,-3,Down,38,28,10,Up,41.5,3.5
2099,Steve Schorr Elementary School,Region 3,2022,47,45,2,Up,37,38,-1,Down,42.0,0.5
2099,Steve Schorr Elementary School,Region 3,2023,48,47,1,Up,41,37,4,Up,44.5,2.5
2099,Steve Schorr Elementary School,Region 3,2024,53,48,5,Up,44,41,3,Up,48.5,4.0
2268,Doris French Elementary School,Region 2,2020,34,,,,16,,,,25.0,
2268,Doris French Elementary School,Region 2,2021,41,34,7,Up,22,16,6,Up,31.5,6.5
2268,Doris French Elementary School,Region 2,2022,42,41,1,Up,26,22,4,Up,34.0,2.5
2268,Doris French Elementary School,Region 2,2023,38,42,-4,Down,26,26,0,Flat,32.0,-2.0
2268,Doris French Elementary School,Region 2,2024,39,38,1,Up,32,26,6,Up,35.5,3.5
2304,James Cashman Middle School,Region 2,2020,29,,,,14,,,,21.5,
2304,James Cashman Middle School,Region 2,2021,32,29,3,Up,13,14,-1,Down,22.5,1.0
2304,James Cashman Middle School,Region 2,2022,28,32,-4,Down,14,13,1,Up,21.0,-1.5
2304,James Cashman Middle School,Region 2,2023,24,28,-4,Down,13,14,-1,Down,18.5,-2.5
2304,James Cashman Middle School,Region 2,2024,32,24,8,Up,16,13,3,Up,24.0,5.5
2105,Martin Luther King Jr Elementary School,Transformation Network,2020,17,,,,9,,,,13.0,
2105,Martin Luther King Jr Elementary School,Transformation Network,2021,22,17,5,Up,14,9,5,Up,18.0,5.0
2105,Martin Luther King Jr Elementary School,Transformation Network,2022,21,22,-1,Down,14,14,0,Flat,17.5,-0.5
2105,Martin Luther King Jr Elementary School,Transformation Network,2023,21,21,0,Flat,14,14,0,Flat,17.5,0.0
2105,Martin Luther King Jr Elementary School,Transformation Network,2024,18,21,-3,Down,10,14,-4,Down,14.0,-3.5
2928,South Academic Center JR/SR High School,Alternative,2020,,,,,,,,,,
2928,South Academic Center JR/SR High School,Alternative,2021,,,,,,,,,,
2928,South Academic Center JR/SR High School,Alternative,2022,,,,,,,,,,
2928,South Academic Center JR/SR High School,Alternative,2023,,,,,,,,,,
2928,South Academic Center JR/SR High School,Alternative,2024,,,,,,,,,,
2182,Mervin Iverson Elementary School,Region 3,2020,40,,,,32,,,,36.0,
2182,Mervin Iverson Elementary School,Region 3,2021,38,40,-2,Down,31,32,-1,Down,34.5,-1.5
2182,Mervin Iverson Elementary School,Region 3,2022,36,38,-2,Down,30,31,-1,Down,33.0,-1.5
2182,Mervin Iverson Elementary School,Region 3,2023,41,36,5,Up,40,30,10,Up,40.5,7.5
2182,Mervin Iverson Elementary School,Region 3,2024,45,41,4,Up,44,40,4,Up,44.5,4.0
2160,Betsy Rhodes Elementary School,Region 1,2020,55,,,,41,,,,48.0,
2160,Betsy Rhodes Elementary School,Region 1,2021,59,55,4,Up,41,41,0,Flat,50.0,2.0
2160,Betsy Rhodes Elementary School,Region 1,2022,57,59,-2,Down,42,41,1,Up,49.5,-0.5
2160,Betsy Rhodes Elementary School,Region 1,2023,49,57,-8,Down,45,42,3,Up,47.0,-2.5
2160,Betsy Rhodes Elementary School,Region 1,2024,60,49,11,Up,52,45,7,Up,56.0,9.0
2256,Whitney Elementary School,Region 2,2020,22,,,,13,,,,17.5,
2256,Whitney Elementary School,Region 2,2021,31,22,9,Up,22,13,9,Up,26.5,9.0
2256,Whitney Elementary School,Region 2,2022,30,31,-1,Down,18,22,-4,Down,24.0,-2.5
2256,Whitney Elementary School,Region 2,2023,31,30,1,Up,21,18,3,Up,26.0,2.0
2256,Whitney Elementary School,Region 2,2024,28,31,-3,Down,29,21,8,Up,28.5,2.5
2337,Clifford J Lawrence Junior High School,Region 3,2020,19,,,,10,,,,14.5,
2337,Clifford J Lawrence Junior High School,Region 3,2021,41,19,22,Up,19,10,9,Up,30.0,15.5
2337,Clifford J Lawrence Junior High School,Region 3,2022,39,41,-2,Down,18,19,-1,Down,28.5,-1.5
2337,Clifford J Lawrence Junior High School,Region 3,2023,34,39,-5,Down,19,18,1,Up,26.5,-2.0
2337,Clifford J Lawrence Junior High School,Region 3,2024,41,34,7,Up,22,19,3,Up,31.5,5.0
2169,Lorna J Kesterson Elementary School,Region 3,2020,53,,,,41,,,,47.0,
2169,Lorna J Kesterson Elementary School,Region 3,2021,60,53,7,Up,51,41,10,Up,55.5,8.5
2169,Lorna J Kesterson Elementary School,Region 3,2022,55,60,-5,Down,51,51,0,Flat,53.0,-2.5
2169,Lorna J Kesterson Elementary School,Region 3,2023,53,55,-2,Down,47,51,-4,Down,50.0,-3.0
2169,Lorna J Kesterson Elementary School,Region 3,2024,50,53,-3,Down,49,47,2,Up,49.5,-0.5
2192,Joseph E Thiriot Elementary School,Region 2,2020,34,,,,14,,,,24.0,
2192,Joseph E Thiriot Elementary School,Region 2,2021,43,34,9,Up,31,14,17,Up,37.0,13.0
2192,Joseph E Thiriot Elementary School,Region 2,2022,34,43,-9,Down,29,31,-2,Down,31.5,-5.5
2192,Joseph E Thiriot Elementary School,Region 2,2023,39,34,5,Up,36,29,7,Up,37.5,6.0
2192,Joseph E Thiriot Elementary School,Region 2,2024,45,39,6,Up,34,36,-2,Down,39.5,2.0
2214,J M Ullom Elementary School,Region 2,2020,22,,,,7,,,,14.5,
2214,J M Ullom Elementary School,Region 2,2021,28,22,6,Up,20,7,13,Up,24.0,9.5
2214,J M Ullom Elementary School,Region 2,2022,31,28,3,Up,20,20,0,Flat,25.5,1.5
2214,J M Ullom Elementary School,Region 2,2023,34,31,3,Up,30,20,10,Up,32.0,6.5
2214,J M Ullom Elementary School,Region 2,2024,37,34,3,Up,29,30,-1,Down,33.0,1.0
2228,Mountain View Elementary School,Region 3,2020,18,,,,,,,,18.0,
2228,Mountain View Elementary School,Region 3,2021,27,18,9,Up,14,,,,20.5,2.5
2228,Mountain View Elementary School,Region 3,2022,24,27,-3,Down,13,14,-1,Down,18.5,-2.0
2228,Mountain View Elementary School,Region 3,2023,21,24,-3,Down,20,13,7,Up,20.5,2.0
2228,Mountain View Elementary School,Region 3,2024,32,21,11,Up,26,20,6,Up,29.0,8.5
2122,Charlotte Hill Elementary School,Region 3,2020,47,,,,24,,,,35.5,
2122,Charlotte Hill Elementary School,Region 3,2021,48,47,1,Up,36,24,12,Up,42.0,6.5
2122,Charlotte Hill Elementary School,Region 3,2022,46,48,-2,Down,33,36,-3,Down,39.5,-2.5
2122,Charlotte Hill Elementary School,Region 3,2023,53,46,7,Up,52,33,19,Up,52.5,13.0
2122,Charlotte Hill Elementary School,Region 3,2024,54,53,1,Up,53,52,1,Up,53.5,1.0
2716,Acceleration Academy,Charter,2021,,,,,,,,,,
2230,Glen C Taylor Elementary School,Region 3,2020,55,,,,44,,,,49.5,
2230,Glen C Taylor Elementary School,Region 3,2021,61,55,6,Up,57,44,13,Up,59.0,9.5
2230,Glen C Taylor Elementary School,Region 3,2022,56,61,-5,Down,55,57,-2,Down,55.5,-3.5
2230,Glen C Taylor Elementary School,Region 3,2023,62,56,6,Up,55,55,0,Flat,58.5,3.0
2230,Glen C Taylor Elementary School,Region 3,2024,60,62,-2,Down,60,55,5,Up,60.0,1.5
2156,Roger M Bryan Elementary School,Region 2,2020,35,,,,22,,,,28.5,
2156,Roger M Bryan Elementary School,Region 2,2021,48,35,13,Up,43,22,21,Up,45.5,17.0
2156,Roger M Bryan Elementary School,Region 2,2022,47,48,-1,Down,44,43,1,Up,45.5,0.0
2156,Roger M Bryan Elementary School,Region 2,2023,49,47,2,Up,48,44,4,Up,48.5,3.0
2156,Roger M Bryan Elementary School,Region 2,2024,49,49,0,Flat,50,48,2,Up,49.5,1.0
2297,Edna F Hinman Elementary School,Region 3,2020,26,,,,,,,,26.0,
2297,Edna F Hinman Elementary School,Region 3,2021,37,26,11,Up,22,,,,29.5,3.5
2297,Edna F Hinman Elementary School,Region 3,2022,26,37,-11,Down,13,22,-9,Down,19.5,-10.0
2297,Edna F Hinman Elementary School,Region 3,2023,29,26,3,Up,17,13,4,Up,23.0,3.5
2297,Edna F Hinman Elementary School,Region 3,2024,34,29,5,Up,26,17,9,Up,30.0,7.0
2289,Dean Petersen Elementary School,Transformation Network,2020,13,,,,8,,,,10.5,
2289,Dean Petersen Elementary School,Transformation Network,2021,17,13,4,Up,8,8,0,Flat,12.5,2.0
2289,Dean Petersen Elementary School,Transformation Network,2022,17,17,0,Flat,11,8,3,Up,14.0,1.5
2289,Dean Petersen Elementary School,Transformation Network,2023,16,17,-1,Down,12,11,1,Up,14.0,0.0
2289,Dean Petersen Elementary School,Transformation Network,2024,20,16,4,Up,16,12,4,Up,18.0,4.0
2195,Liliam Lujan Hickey Elementary School,Region 3,2020,19,,,,7,,,,13.0,
2195,Liliam Lujan Hickey Elementary School,Region 3,2021,22,19,3,Up,13,7,6,Up,17.5,4.5
2195,Liliam Lujan Hickey Elementary School,Region 3,2022,23,22,1,Up,15,13,2,Up,19.0,1.5
2195,Liliam Lujan Hickey Elementary School,Region 3,2023,22,23,-1,Down,17,15,2,Up,19.5,0.5
2195,Liliam Lujan Hickey Elementary School,Region 3,2024,27,22,5,Up,19,17,2,Up,23.0,3.5
2272,Charles & Phyllis Frias Elementary School,Region 2,2020,51,,,,37,,,,44.0,
2272,Charles & Phyllis Frias Elementary School,Region 2,2021,67,51,16,Up,53,37,16,Up,60.0,16.0
2272,Charles & Phyllis Frias Elementary School,Region 2,2022,67,67,0,Flat,55,53,2,Up,61.0,1.0
2272,Charles & Phyllis Frias Elementary School,Region 2,2023,65,67,-2,Down,62,55,7,Up,63.5,2.5
2272,Charles & Phyllis Frias Elementary School,Region 2,2024,71,65,6,Up,62,62,0,Flat,66.5,3.0
2150,Aggie Roberts Elementary School,Transformation Network,2020,34,,,,15,,,,24.5,
2150,Aggie Roberts Elementary School,Transformation Network,2021,33,34,-1,Down,22,15,7,Up,27.5,3.0
2150,Aggie Roberts Elementary School,Transformation Network,2022,26,33,-7,Down,16,22,-6,Down,21.0,-6.5
2150,Aggie Roberts Elementary School,Transformation Network,2023,34,26,8,Up,23,16,7,Up,28.5,7.5
2150,Aggie Roberts Elementary School,Transformation Network,2024,38,34,4,Up,26,23,3,Up,32.0,3.5
2098,Judith D Steele Elementary School,Region 2,2020,48,,,,41,,,,44.5,
2098,Judith D Steele Elementary School,Region 2,2021,55,48,7,Up,55,41,14,Up,55.0,10.5
2098,Judith D Steele Elementary School,Region 2,2022,55,55,0,Flat,56,55,1,Up,55.5,0.5
2098,Judith D Steele Elementary School,Region 2,2023,54,55,-1,Down,50,56,-6,Down,52.0,-3.5
2098,Judith D Steele Elementary School,Region 2,2024,54,54,0,Flat,48,50,-2,Down,51.0,-1.0
2155,Arturo Cambeiro Elementary School,Region 3,2020,21,,,,10,,,,15.5,
2155,Arturo Cambeiro Elementary School,Region 3,2021,30,21,9,Up,16,10,6,Up,23.0,7.5
2155,Arturo Cambeiro Elementary School,Region 3,2022,26,30,-4,Down,15,16,-1,Down,20.5,-2.5
2155,Arturo Cambeiro Elementary School,Region 3,2023,29,26,3,Up,16,15,1,Up,22.5,2.0
2155,Arturo Cambeiro Elementary School,Region 3,2024,27,29,-2,Down,20,16,4,Up,23.5,1.0
2330,West Preparatory Institute JR/SR High School,Region 3,2020,23,,,,7,,,,15.0,
2330,West Preparatory Institute JR/SR High School,Region 3,2021,25,23,2,Up,9,7,2,Up,17.0,2.0
2330,West Preparatory Institute JR/SR High School,Region 3,2022,19,25,-6,Down,9,9,0,Flat,14.0,-3.0
2330,West Preparatory Institute JR/SR High School,Region 3,2023,24,19,5,Up,11,9,2,Up,17.5,3.5
2330,West Preparatory Institute JR/SR High School,Region 3,2024,22,24,-2,Down,11,11,0,Flat,16.5,-1.0
2207,Doris Hancock Elementary School,Region 2,2020,29,,,,16,,,,22.5,
2207,Doris Hancock Elementary School,Region 2,2021,32,29,3,Up,19,16,3,Up,25.5,3.0
2207,Doris Hancock Elementary School,Region 2,2022,24,32,-8,Down,20,19,1,Up,22.0,-3.5
2207,Doris Hancock Elementary School,Region 2,2023,26,24,2,Up,25,20,5,Up,25.5,3.5
2207,Doris Hancock Elementary School,Region 2,2024,31,26,5,Up,23,25,-2,Down,27.0,1.5
2093,FuturEdge Academy Elementary School,Region 1,2020,,,,,,,,,,
2093,FuturEdge Academy Elementary School,Transformation Network,2020,,,,,,,,,,
2093,FuturEdge Academy Elementary School,Region 1,2021,,,,,,,,,,
2093,FuturEdge Academy Elementary School,Transformation Network,2021,,,,,,,,,,
2093,FuturEdge Academy Elementary School,Region 1,2022,18,,,,10,,,,14.0,
2093,FuturEdge Academy Elementary School,Transformation Network,2022,18,,,,10,,,,14.0,
2093,FuturEdge Academy Elementary School,Region 1,2023,14,18,-4,Down,,10,,,14.0,0.0
2093,FuturEdge Academy Elementary School,Transformation Network,2023,14,18,-4,Down,,10,,,14.0,0.0
2093,FuturEdge Academy Elementary School,Region 1,2024,17,14,3,Up,,,,,17.0,3.0
2093,FuturEdge Academy Elementary School,Transformation Network,2024,17,14,3,Up,,,,,17.0,3.0
2218,J T McWilliams Elementary School,Region 1,2020,23,,,,12,,,,17.5,
2218,J T McWilliams Elementary School,Region 1,2021,32,23,9,Up,16,12,4,Up,24.0,6.5
2218,J T McWilliams Elementary School,Region 1,2022,26,32,-6,Down,17,16,1,Up,21.5,-2.5
2218,J T McWilliams Elementary School,Region 1,2023,25,26,-1,Down,18,17,1,Up,21.5,0.0
2218,J T McWilliams Elementary School,Region 1,2024,27,25,2,Up,23,18,5,Up,25.0,3.5
2101,Blue Diamond Elementary School,Region 2,2020,71,,,,,,,,71.0,
2101,Blue Diamond Elementary School,Region 2,2021,88,71,17,Up,94,,,,91.0,20.0
2101,Blue Diamond Elementary School,Region 2,2022,74,88,-14,Down,95,94,1,Up,84.5,-6.5
2101,Blue Diamond Elementary School,Region 2,2023,82,74,8,Up,88,95,-7,Down,85.0,0.5
2101,Blue Diamond Elementary School,Region 2,2024,,82,,,,88,,,,
2090,James E & A Rae Smalley Elementary School,Region 3,2020,69,,,,51,,,,60.0,
2090,James E & A Rae Smalley Elementary School,Region 3,2021,80,69,11,Up,73,51,22,Up,76.5,16.5
2090,James E & A Rae Smalley Elementary School,Region 3,2022,78,80,-2,Down,72,73,-1,Down,75.0,-1.5
2090,James E & A Rae Smalley Elementary School,Region 3,2023,83,78,5,Up,74,72,2,Up,78.5,3.5
2090,James E & A Rae Smalley Elementary School,Region 3,2024,85,83,2,Up,77,74,3,Up,81.0,2.5
2348,Ralph Cadwallader Middle School,Region 2,2020,48,,,,34,,,,41.0,
2348,Ralph Cadwallader Middle School,Region 2,2021,51,48,3,Up,35,34,1,Up,43.0,2.0
2348,Ralph Cadwallader Middle School,Region 2,2022,46,51,-5,Down,38,35,3,Up,42.0,-1.0
2348,Ralph Cadwallader Middle School,Region 2,2023,43,46,-3,Down,41,38,3,Up,42.0,0.0
2348,Ralph Cadwallader Middle School,Region 2,2024,55,43,12,Up,44,41,3,Up,49.5,7.5
2283,DVorre & Hal Ober Elementary School,Region 2,2020,46,,,,25,,,,35.5,
2283,DVorre & Hal Ober Elementary School,Region 2,2021,46,46,0,Flat,28,25,3,Up,37.0,1.5
2283,DVorre & Hal Ober Elementary School,Region 2,2022,47,46,1,Up,35,28,7,Up,41.0,4.0
2283,DVorre & Hal Ober Elementary School,Region 2,2023,45,47,-2,Down,34,35,-1,Down,39.5,-1.5
2283,DVorre & Hal Ober Elementary School,Region 2,2024,41,45,-4,Down,33,34,-1,Down,37.0,-2.5
2342,Brian & Teri Cram Middle School,Region 1,2020,32,,,,21,,,,26.5,
2342,Brian & Teri Cram Middle School,Region 1,2021,38,32,6,Up,19,21,-2,Down,28.5,2.0
2342,Brian & Teri Cram Middle School,Region 1,2022,35,38,-3,Down,21,19,2,Up,28.0,-0.5
2342,Brian & Teri Cram Middle School,Region 1,2023,36,35,1,Up,25,21,4,Up,30.5,2.5
2342,Brian & Teri Cram Middle School,Region 1,2024,34,36,-2,Down,24,25,-1,Down,29.0,-1.5
2083,Thomas ORoarke Elementary School,Region 1,2020,56,,,,35,,,,45.5,
2083,Thomas ORoarke Elementary School,Region 1,2020,56,,,,35,,,,45.5,
