school_name,accountability_year,organization_code,district_name,chronic_absenteeism_rate
"100 Academy ES",2018-2019,02093,Clark,15.6
"100 Academy ES",2020-2021,02093,Clark,16.9
"100 Academy ES",2021-2022,02093,Clark,45.8
"100 Academy ES",2022-2023,02093,Clark,44.6
"100 Academy ES",2023-2024,02093,Clark,39.1
"100 Academy MS",2018-2019,02364,Clark,15.6
"100 Academy MS",2020-2021,02364,Clark,18.8
"100 Academy MS",2021-2022,02364,Clark,32.1
"100 Academy MS",2022-2023,02364,Clark,47.0
"100 Academy MS",2023-2024,02364,Clark,32.1
"Abston, Sandra B ES",2020-2021,02061,Clark,18.7
"Abston, Sandra B ES",2021-2022,02061,Clark,41.4
"Abston, Sandra B ES",2022-2023,02061,Clark,35.4
"Abston, Sandra B ES",2023-2024,02061,Clark,31.7
"Acceleration Academy",2020-2021,02716,Clark,<5
"Acceleration Academy",2021-2022,02716,Clark,-
"Acceleration Academy",2022-2023,02716,Clark,-
"Acceleration Academy",2023-2024,02716,Clark,-
"Acceleration Academy",2024-2025,02716,Clark,-
"Adams ES",2018-2019,02131,Clark,18.2
"Adams ES",2020-2021,02131,Clark,15.3
"Adams ES",2021-2022,02131,Clark,33.6
"Adams ES",2022-2023,02131,Clark,40.9
"Adams ES",2023-2024,02131,Clark,25.8
"Adcock ES",2018-2019,02231,Clark,17.7
"Adcock ES",2020-2021,02231,Clark,22.1
"Adcock ES",2021-2022,02231,Clark,36.8
"Adcock ES",2022-2023,02231,Clark,36.4
"Adcock ES",2023-2024,02231,Clark,37.4
"Addeliar D Guy III Elementary School",2024-2025,02161,Clark,31.1
"Aggie Roberts Elementary School",2024-2025,02150,Clark,24.5
"Alamo ES",2018-2019,02178,Clark,12.7
"Alamo ES",2020-2021,02178,Clark,10.8
"Alamo ES",2021-2022,02178,Clark,32.1
"Alamo ES",2022-2023,02178,Clark,27.5
"Alamo ES",2023-2024,02178,Clark,23.2
"Aldeane Comito Ries Elementary School",2024-2025,02194,Clark,26.9
"Allen ES",2018-2019,02151,Clark,12.6
"Allen ES",2020-2021,02151,Clark,15.4
"Allen ES",2021-2022,02151,Clark,29.4
"Allen ES",2022-2023,02151,Clark,30.3
"Allen ES",2023-2024,02151,Clark,25.3
"Andrew Mitchell Elementary School",2024-2025,02250,Clark,19.7
"Ann Lynch Elementary School",2024-2025,02115,Clark,36.7
"Anthony Saville Middle School",2024-2025,02354,Clark,28.5
"Antonello ES",2018-2019,02140,Clark,16.2
"Antonello ES",2020-2021,02140,Clark,42.1
"Antonello ES",2021-2022,02140,Clark,53.0
"Antonello ES",2022-2023,02140,Clark,37.5
"Antonello ES",2023-2024,02140,Clark,32.8
"Arturo Cambeiro Elementary School",2024-2025,02155,Clark,33.5
"B Mahlon Brown Junior High School",2024-2025,02319,Clark,37.4
"Bailey (Sister) ES",2018-2019,02095,Clark,21.2
"Bailey (Sister) ES",2020-2021,02095,Clark,21.7
"Bailey (Sister) ES",2021-2022,02095,Clark,41.2
"Bailey (Sister) ES",2022-2023,02095,Clark,40.1
"Bailey (Sister) ES",2023-2024,02095,Clark,38.1
"Bailey MS",2018-2019,02357,Clark,29.8
"Bailey MS",2020-2021,02357,Clark,66.1
"Bailey MS",2021-2022,02357,Clark,54.5
"Bailey MS",2022-2023,02357,Clark,57.9
"Bailey MS",2023-2024,02357,Clark,41.9
"Barbara & Hank Greenspun Junior High School",2024-2025,02324,Clark,26.3
"Barry and June Gunderson Middle School",2024-2025,02368,Clark,20.8
"Bartlett ES",2018-2019,02137,Clark,9.7
"Bartlett ES",2020-2021,02137,Clark,15.7
"Bartlett ES",2021-2022,02137,Clark,30.1
"Bartlett ES",2022-2023,02137,Clark,25.6
"Bartlett ES",2023-2024,02137,Clark,20.9
"Bass ES",2018-2019,02280,Clark,14.8
"Bass ES",2020-2021,02280,Clark,16.6
"Bass ES",2021-2022,02280,Clark,39.5
"Bass ES",2022-2023,02280,Clark,28.6
"Bass ES",2023-2024,02280,Clark,20.8
"Batterman ES",2018-2019,02193,Clark,8.4
"Batterman ES",2020-2021,02193,Clark,10.6
"Batterman ES",2021-2022,02193,Clark,28.4
"Batterman ES",2022-2023,02193,Clark,27.5
"Batterman ES",2023-2024,02193,Clark,19.3
"Beatty ES",2018-2019,02108,Clark,16.6
"Beatty ES",2020-2021,02108,Clark,23.8
"Beatty ES",2021-2022,02108,Clark,36.3
"Beatty ES",2022-2023,02108,Clark,35.2
"Beatty ES",2023-2024,02108,Clark,34.8
"Becker MS",2018-2019,02327,Clark,10.9
"Becker MS",2020-2021,02327,Clark,22.0
"Becker MS",2021-2022,02327,Clark,42.1
"Becker MS",2022-2023,02327,Clark,29.3
"Becker MS",2023-2024,02327,Clark,15.7
"Beckley ES",2018-2019,02248,Clark,19.9
"Beckley ES",2020-2021,02248,Clark,26.6
"Beckley ES",2021-2022,02248,Clark,41.8
"Beckley ES",2022-2023,02248,Clark,42.8
"Beckley ES",2023-2024,02248,Clark,39.9
"Bell ES",2018-2019,02236,Clark,27.6
"Bell ES",2020-2021,02236,Clark,34.5
"Bell ES",2021-2022,02236,Clark,52.2
"Bell ES",2022-2023,02236,Clark,46.7
"Bell ES",2023-2024,02236,Clark,40.9
"Bendorf ES",2018-2019,02138,Clark,15.0
"Bendorf ES",2020-2021,02138,Clark,18.1
"Bendorf ES",2021-2022,02138,Clark,43.7
"Bendorf ES",2022-2023,02138,Clark,38.2
"Bendorf ES",2023-2024,02138,Clark,31.9
"Bennett ES",2018-2019,02292,Clark,27.2
"Bennett ES",2020-2021,02292,Clark,60.9
"Bennett ES",2021-2022,02292,Clark,54.3
"Bennett ES",2022-2023,02292,Clark,44.9
"Bennett ES",2023-2024,02292,Clark,36.1
"Berkeley L Bunker Elementary School",2024-2025,02163,Clark,30.3
"Berkley ES",2018-2019,02070,Clark,15.8
"Berkley ES",2020-2021,02070,Clark,16.0
"Berkley ES",2021-2022,02070,Clark,38.0
"Berkley ES",2022-2023,02070,Clark,30.5
"Berkley ES",2023-2024,02070,Clark,25.0
"Bertha Ronzone Elementary School",2024-2025,02201,Clark,28.4
"Betsy Rhodes Elementary School",2024-2025,02160,Clark,23.8
"Bilbray ES",2018-2019,02271,Clark,11.5
"Bilbray ES",2020-2021,02271,Clark,13.1
"Bilbray ES",2021-2022,02271,Clark,23.1
"Bilbray ES",2022-2023,02271,Clark,27.9
"Bilbray ES",2023-2024,02271,Clark,21.2
"Bill Y Tomiyasu Elementary School",2024-2025,02265,Clark,26.9
"Billy & Rosemary Vassiliadis Elementary School",2024-2025,02069,Clark,9.7
"Blackhurst ES",2018-2019,02068,Clark,10.6
"Blackhurst ES",2020-2021,02068,Clark,5.4
"Blackhurst ES",2021-2022,02068,Clark,26.4
"Blackhurst ES",2022-2023,02068,Clark,22.6
"Blackhurst ES",2023-2024,02068,Clark,17.6
"Blue Diamond Elementary School",2024-2025,02101,Clark,31.8
"Blue Diamond ES",2018-2019,02101,Clark,17.1
"Blue Diamond ES",2020-2021,02101,Clark,<5
"Blue Diamond ES",2021-2022,02101,Clark,25.0
"Blue Diamond ES",2022-2023,02101,Clark,21.6
"Blue Diamond ES",2023-2024,02101,Clark,30.8
"Bob Miller Middle School",2024-2025,02338,Clark,18.0
"Bonner ES",2018-2019,02157,Clark,10.1
"Bonner ES",2020-2021,02157,Clark,6.0
"Bonner ES",2021-2022,02157,Clark,23.1
"Bonner ES",2022-2023,02157,Clark,15.6
"Bonner ES",2023-2024,02157,Clark,11.8
"Booker ES",2018-2019,02211,Clark,21.5
"Booker ES",2020-2021,02211,Clark,35.6
"Booker ES",2021-2022,02211,Clark,51.7
"Booker ES",2022-2023,02211,Clark,42.3
"Booker ES",2023-2024,02211,Clark,28.4
"Bowler (Grant) ES",2018-2019,02279,Clark,17.9
"Bowler (Grant) ES",2020-2021,02279,Clark,18.5
"Bowler (Grant) ES",2021-2022,02279,Clark,46.7
"Bowler (Grant) ES",2022-2023,02279,Clark,36.8
"Bowler (Grant) ES",2023-2024,02279,Clark,26.3
"Bowler (Joseph) ES",2018-2019,02159,Clark,16.6
"Bowler (Joseph) ES",2020-2021,02159,Clark,26.6
"Bowler (Joseph) ES",2021-2022,02159,Clark,47.2
"Bowler (Joseph) ES",2022-2023,02159,Clark,33.5
"Bowler (Joseph) ES",2023-2024,02159,Clark,31.1
"Bozarth ES",2018-2019,02081,Clark,9.0
"Bozarth ES",2020-2021,02081,Clark,6.2
"Bozarth ES",2021-2022,02081,Clark,21.3
"Bozarth ES",2022-2023,02081,Clark,21.3
"Bozarth ES",2023-2024,02081,Clark,18.3
"Bracken ES",2018-2019,02246,Clark,<5
"Bracken ES",2020-2021,02246,Clark,8.6
"Bracken ES",2021-2022,02246,Clark,26.6
"Bracken ES",2022-2023,02246,Clark,18.9
"Bracken ES",2023-2024,02246,Clark,9.9
"Brian & Teri Cram Middle School",2024-2025,02342,Clark,31.9
"Bridger MS",2018-2019,02307,Clark,14.7
"Bridger MS",2020-2021,02307,Clark,37.9
"Bridger MS",2021-2022,02307,Clark,42.6
"Bridger MS",2022-2023,02307,Clark,44.8
"Bridger MS",2023-2024,02307,Clark,33.9
"Brinley MS",2018-2019,02306,Clark,31.4
"Brinley MS",2020-2021,02306,Clark,44.1
"Brinley MS",2021-2022,02306,Clark,47.1
"Brinley MS",2022-2023,02306,Clark,45.5
"Brinley MS",2023-2024,02306,Clark,39.5
"Brookman ES",2018-2019,02179,Clark,10.9
"Brookman ES",2020-2021,02179,Clark,18.4
"Brookman ES",2021-2022,02179,Clark,34.2
"Brookman ES",2022-2023,02179,Clark,32.4
"Brookman ES",2023-2024,02179,Clark,26.9
"Brown JHS",2018-2019,02319,Clark,20.7
"Brown JHS",2020-2021,02319,Clark,40.6
"Brown JHS",2021-2022,02319,Clark,40.6
"Brown JHS",2022-2023,02319,Clark,39.7
"Brown JHS",2023-2024,02319,Clark,39.7
"Brown, Hannah Marie ES",2021-2022,02501,Clark,16.7
"Brown, Hannah Marie ES",2022-2023,02501,Clark,15.9
"Brown, Hannah Marie ES",2023-2024,02501,Clark,17.3
"Bruner ES",2018-2019,02147,Clark,21.0
"Bruner ES",2020-2021,02147,Clark,13.5
"Bruner ES",2021-2022,02147,Clark,48.3
"Bruner ES",2022-2023,02147,Clark,46.3
"Bruner ES",2023-2024,02147,Clark,39.6
"Bryan (Richard) ES",2018-2019,02148,Clark,13.2
"Bryan (Richard) ES",2020-2021,02148,Clark,12.7
"Bryan (Richard) ES",2021-2022,02148,Clark,29.4
"Bryan (Richard) ES",2022-2023,02148,Clark,26.1
"Bryan (Richard) ES",2023-2024,02148,Clark,23.5
"Bryan (Roger) ES",2018-2019,02156,Clark,19.0
"Bryan (Roger) ES",2020-2021,02156,Clark,17.0
"Bryan (Roger) ES",2021-2022,02156,Clark,35.0
"Bryan (Roger) ES",2022-2023,02156,Clark,37.8
"Bryan (Roger) ES",2023-2024,02156,Clark,34.8
"Bunker ES",2018-2019,02163,Clark,18.4
"Bunker ES",2020-2021,02163,Clark,32.5
"Bunker ES",2021-2022,02163,Clark,40.0
"Bunker ES",2022-2023,02163,Clark,33.0
"Bunker ES",2023-2024,02163,Clark,33.9
"Burkholder MS",2018-2019,02313,Clark,22.8
"Burkholder MS",2020-2021,02313,Clark,53.4
"Burkholder MS",2021-2022,02313,Clark,44.5
"Burkholder MS",2022-2023,02313,Clark,46.0
"Burkholder MS",2023-2024,02313,Clark,40.1
"C C Ronnow Elementary School",2024-2025,02203,Clark,24.2
"C H Decker Elementary School",2024-2025,02269,Clark,23.2
"C P Squires Elementary School",2024-2025,02204,Clark,30.0
"C T Sewell Elementary School",2024-2025,02251,Clark,31.9
"C W Woodbury Middle School",2024-2025,02314,Clark,37.8
"Cadwallader MS",2018-2019,02348,Clark,11.8
"Cadwallader MS",2020-2021,02348,Clark,28.6
"Cadwallader MS",2021-2022,02348,Clark,28.6
"Cadwallader MS",2022-2023,02348,Clark,25.1
"Cadwallader MS",2023-2024,02348,Clark,21.4
"Cahlan ES",2018-2019,02225,Clark,18.0
"Cahlan ES",2020-2021,02225,Clark,28.2
"Cahlan ES",2021-2022,02225,Clark,35.4
"Cahlan ES",2022-2023,02225,Clark,44.1
"Cahlan ES",2023-2024,02225,Clark,36.9
"Cambeiro ES",2018-2019,02155,Clark,20.7
"Cambeiro ES",2020-2021,02155,Clark,60.7
"Cambeiro ES",2021-2022,02155,Clark,47.7
"Cambeiro ES",2022-2023,02155,Clark,44.7
"Cambeiro ES",2023-2024,02155,Clark,39.9
"Canarelli MS",2018-2019,02349,Clark,12.8
"Canarelli MS",2020-2021,02349,Clark,30.6
"Canarelli MS",2021-2022,02349,Clark,31.2
"Canarelli MS",2022-2023,02349,Clark,28.3
"Canarelli MS",2023-2024,02349,Clark,27.0
"Cannon JHS",2018-2019,02316,Clark,23.4
"Cannon JHS",2020-2021,02316,Clark,43.9
"Cannon JHS",2021-2022,02316,Clark,47.4
"Cannon JHS",2022-2023,02316,Clark,40.0
"Cannon JHS",2023-2024,02316,Clark,37.9
"Carl ES",2018-2019,02171,Clark,12.5
"Carl ES",2020-2021,02171,Clark,21.4
"Carl ES",2021-2022,02171,Clark,31.8
"Carl ES",2022-2023,02171,Clark,28.2
"Carl ES",2023-2024,02171,Clark,22.4
"Carolyn S Reedom Elementary School",2024-2025,02084,Clark,28.0
"Carroll M Johnston STEM Academy of Environmental Studies",2024-2025,02359,Clark,32.9
"Carson ES",2018-2019,02219,Clark,15.0
"Carson ES",2020-2021,02219,Clark,22.9
"Carson ES",2021-2022,02219,Clark,37.5
"Carson ES",2022-2023,02219,Clark,21.7
"Carson ES",2023-2024,02219,Clark,21.1
"Cartwright ES",2018-2019,02158,Clark,16.1
"Cartwright ES",2020-2021,02158,Clark,25.0
"Cartwright ES",2021-2022,02158,Clark,47.0
"Cartwright ES",2022-2023,02158,Clark,24.5
"Cartwright ES",2023-2024,02158,Clark,8.4
"Cashman MS",2018-2019,02304,Clark,25.5
"Cashman MS",2020-2021,02304,Clark,50.2
"Cashman MS",2021-2022,02304,Clark,44.6
"Cashman MS",2022-2023,02304,Clark,44.5
"Cashman MS",2023-2024,02304,Clark,44.4
"CC Detention",2018-2019,02777,Clark,-
"CC Detention",2020-2021,02777,Clark,<5
"CC Detention",2021-2022,02777,Clark,-
"CC Detention",2022-2023,02777,Clark,-
"CC Detention",2023-2024,02777,Clark,-
"Centennial High School",2024-2025,02607,Clark,37.2
"Centennial HS",2018-2019,02607,Clark,27.2
"Centennial HS",2020-2021,02607,Clark,50.6
"Centennial HS",2021-2022,02607,Clark,51.1
"Centennial HS",2022-2023,02607,Clark,41.5
"Centennial HS",2023-2024,02607,Clark,38.1
"Charles & Phyllis Frias Elementary School",2024-2025,02272,Clark,17.2
"Charles Arthur Hughes Middle School",2024-2025,02350,Clark,29.9
"Charles Silvestri Junior High School",2024-2025,02334,Clark,26.9
"Charlotte & Jerry Keller Elementary School",2024-2025,02079,Clark,19.6
"Charlotte Hill Elementary School",2024-2025,02122,Clark,26.0
"Christensen ES",2018-2019,02109,Clark,22.7
"Christensen ES",2020-2021,02109,Clark,21.7
"Christensen ES",2021-2022,02109,Clark,44.2
"Christensen ES",2022-2023,02109,Clark,42.0
"Christensen ES",2023-2024,02109,Clark,37.2
"Clark County Detention Center JR/SR High School",2024-2025,02777,Clark,-
"Claude & Stella Parson Elementary School",2024-2025,02110,Clark,35.3
"Clifford J Lawrence Junior High School",2024-2025,02337,Clark,28.0
"Clifford O Findlay Middle School",2024-2025,02352,Clark,41.1
"Clyde C Cox Elementary School",2024-2025,02293,Clark,28.5
"Conners ES",2018-2019,02184,Clark,17.9
"Conners ES",2020-2021,02184,Clark,13.7
"Conners ES",2021-2022,02184,Clark,39.6
"Conners ES",2022-2023,02184,Clark,40.7
"Conners ES",2023-2024,02184,Clark,30.8
"Cortez ES",2018-2019,02165,Clark,23.9
"Cortez ES",2020-2021,02165,Clark,38.9
"Cortez ES",2021-2022,02165,Clark,54.2
"Cortez ES",2022-2023,02165,Clark,46.3
"Cortez ES",2023-2024,02165,Clark,35.2
"Cortney JHS",2018-2019,02335,Clark,26.4
"Cortney JHS",2020-2021,02335,Clark,58.9
"Cortney JHS",2021-2022,02335,Clark,49.7
"Cortney JHS",2022-2023,02335,Clark,50.2
"Cortney JHS",2023-2024,02335,Clark,48.2
"Cowan Academic Center JR/SR High School",2024-2025,02932,Clark,61.6
"Cowan Behavior Jr/Sr HS",2018-2019,02932,Clark,76.2
"Cowan Behavior Jr/Sr HS",2020-2021,02932,Clark,88.9
"Cowan Behavior Jr/Sr HS",2021-2022,02932,Clark,71.6
"Cowan Behavior Jr/Sr HS",2022-2023,02932,Clark,71.8
"Cowan Behavior Jr/Sr HS",2023-2024,02932,Clark,75.6
"Cox (Clyde) ES",2018-2019,02293,Clark,24.7
"Cox (Clyde) ES",2020-2021,02293,Clark,29.2
"Cox (Clyde) ES",2021-2022,02293,Clark,43.0
"Cox (Clyde) ES",2022-2023,02293,Clark,40.1
"Cox (Clyde) ES",2023-2024,02293,Clark,33.2
"Cox (David) ES",2018-2019,02126,Clark,14.8
"Cox (David) ES",2020-2021,02126,Clark,11.3
"Cox (David) ES",2021-2022,02126,Clark,23.5
"Cox (David) ES",2022-2023,02126,Clark,24.0
"Cox (David) ES",2023-2024,02126,Clark,18.4
"Cozine ES",2018-2019,02180,Clark,17.8
"Cozine ES",2020-2021,02180,Clark,19.8
"Cozine ES",2021-2022,02180,Clark,43.2
"Cozine ES",2022-2023,02180,Clark,36.9
"Cozine ES",2023-2024,02180,Clark,28.7
"Craig ES",2018-2019,02223,Clark,34.3
"Craig ES",2020-2021,02223,Clark,47.5
"Craig ES",2021-2022,02223,Clark,53.4
"Craig ES",2022-2023,02223,Clark,54.6
"Craig ES",2023-2024,02223,Clark,50.5
"Cram MS",2018-2019,02342,Clark,17.4
"Cram MS",2020-2021,02342,Clark,24.1
"Cram MS",2021-2022,02342,Clark,26.9
"Cram MS",2022-2023,02342,Clark,38.4
"Cram MS",2023-2024,02342,Clark,36.2
"Crestwood Elementary School",2024-2025,02205,Clark,15.9
"Crestwood ES",2018-2019,02205,Clark,18.7
"Crestwood ES",2020-2021,02205,Clark,8.5
"Crestwood ES",2021-2022,02205,Clark,42.2
"Crestwood ES",2022-2023,02205,Clark,38.7
"Crestwood ES",2023-2024,02205,Clark,22.1
"Culley ES",2018-2019,02233,Clark,16.3
"Culley ES",2020-2021,02233,Clark,31.5
"Culley ES",2021-2022,02233,Clark,44.7
"Culley ES",2022-2023,02233,Clark,29.9
"Culley ES",2023-2024,02233,Clark,29.9
"Cunningham ES",2018-2019,02125,Clark,29.6
"Cunningham ES",2020-2021,02125,Clark,56.8
"Cunningham ES",2021-2022,02125,Clark,53.3
"Cunningham ES",2022-2023,02125,Clark,50.5
"Cunningham ES",2023-2024,02125,Clark,40.5
"CVT Gilbert Elementary School",2024-2025,02206,Clark,18.0
"Cynthia Cunningham Elementary School",2024-2025,02125,Clark,45.0
"Cyril Wengert Elementary School",2024-2025,02259,Clark,22.8
"D L Dusty Dickens Elementary School",2024-2025,02094,Clark,26.8
"Dailey ES",2018-2019,02130,Clark,19.7
"Dailey ES",2020-2021,02130,Clark,19.7
"Dailey ES",2021-2022,02130,Clark,37.3
"Dailey ES",2022-2023,02130,Clark,29.9
"Dailey ES",2023-2024,02130,Clark,33.7
"Daniel Goldfarb Elementary School",2024-2025,02153,Clark,28.4
"Darnell ES",2018-2019,02172,Clark,11.7
"Darnell ES",2020-2021,02172,Clark,18.1
"Darnell ES",2021-2022,02172,Clark,42.2
"Darnell ES",2022-2023,02172,Clark,42.6
"Darnell ES",2023-2024,02172,Clark,39.4
"David M Cox Elementary School",2024-2025,02126,Clark,19.1
"Dean LaMar Allen Elementary School",2024-2025,02151,Clark,26.6
"Dean Petersen Elementary School",2024-2025,02289,Clark,42.8
"Dearing ES",2018-2019,02220,Clark,20.9
"Dearing ES",2020-2021,02220,Clark,41.9
"Dearing ES",2021-2022,02220,Clark,49.3
"Dearing ES",2022-2023,02220,Clark,52.8
"Dearing ES",2023-2024,02220,Clark,43.6
"Decker ES",2018-2019,02269,Clark,16.7
"Decker ES",2020-2021,02269,Clark,23.4
"Decker ES",2021-2022,02269,Clark,45.1
"Decker ES",2022-2023,02269,Clark,39.7
"Decker ES",2023-2024,02269,Clark,32.1
"Del E Webb Middle School",2024-2025,02355,Clark,22.3
"Dell H Robison Middle School",2024-2025,02315,Clark,17.7
"Delta Academy",2018-2019,02621,Clark,17.3
"Delta Academy",2020-2021,02621,Clark,<5
"Delta Academy",2021-2022,02621,Clark,9.0
"Delta Academy",2022-2023,02621,Clark,10.4
"Delta Academy",2023-2024,02621,Clark,11.6
"Dennis Ortwein Elementary ",2018-2019,02065,Clark,10.0
"Dennis Ortwein Elementary ",2020-2021,02065,Clark,18.0
"Dennis Ortwein Elementary ",2021-2022,02065,Clark,35.4
"Dennis Ortwein Elementary ",2022-2023,02065,Clark,29.9
"Dennis Ortwein Elementary ",2023-2024,02065,Clark,26.3
"Dennis Ortwein Elementary School",2024-2025,02065,Clark,23.5
"Derfelt ES",2018-2019,02124,Clark,23.5
"Derfelt ES",2020-2021,02124,Clark,28.7
"Derfelt ES",2021-2022,02124,Clark,45.1
"Derfelt ES",2022-2023,02124,Clark,43.5
"Derfelt ES",2023-2024,02124,Clark,34.5
"Desert Willow Elementary School",2024-2025,02926,Clark,-
"Desert Willow ES",2023-2024,02926,Clark,-
"Desert Willow JR/SR High School",2024-2025,02927,Clark,7.5
"Desert Willow Secondary",2018-2019,02927,Clark,32.5
"Desert Willow Secondary",2020-2021,02927,Clark,14.0
"Desert Willow Secondary",2021-2022,02927,Clark,11.4
"Desert Willow Secondary",2022-2023,02927,Clark,<5
"Desert Willow Secondary",2023-2024,02927,Clark,8.1
"Deskin ES",2018-2019,02106,Clark,21.3
"Deskin ES",2020-2021,02106,Clark,27.5
"Deskin ES",2021-2022,02106,Clark,40.7
"Deskin ES",2022-2023,02106,Clark,40.7
"Deskin ES",2023-2024,02106,Clark,34.2
"Detwiler ES",2018-2019,02300,Clark,26.1
"Detwiler ES",2020-2021,02300,Clark,47.1
"Detwiler ES",2021-2022,02300,Clark,48.9
"Detwiler ES",2022-2023,02300,Clark,41.9
"Detwiler ES",2023-2024,02300,Clark,38.1
"Diaz ES",2018-2019,02085,Clark,12.5
"Diaz ES",2020-2021,02085,Clark,24.6
"Diaz ES",2021-2022,02085,Clark,39.7
"Diaz ES",2022-2023,02085,Clark,29.4
"Diaz ES",2023-2024,02085,Clark,27.4
"Dickens ES",2018-2019,02094,Clark,24.1
"Dickens ES",2020-2021,02094,Clark,38.8
"Dickens ES",2021-2022,02094,Clark,45.6
"Dickens ES",2022-2023,02094,Clark,41.4
"Dickens ES",2023-2024,02094,Clark,34.2
"Diskin ES",2018-2019,02263,Clark,23.6
"Diskin ES",2020-2021,02263,Clark,15.1
"Diskin ES",2021-2022,02263,Clark,38.5
"Diskin ES",2022-2023,02263,Clark,36.3
"Diskin ES",2023-2024,02263,Clark,28.3
"Don & Dee Snyder Elementary School",2024-2025,02074,Clark,24.5
"Don E Hayden Elementary School",2024-2025,02199,Clark,35.5
"Dondero ES",2018-2019,02266,Clark,18.0
"Dondero ES",2020-2021,02266,Clark,24.1
"Dondero ES",2021-2022,02266,Clark,34.0
"Dondero ES",2022-2023,02266,Clark,34.1
"Dondero ES",2023-2024,02266,Clark,24.8
"Dooley ES",2018-2019,02111,Clark,13.4
"Dooley ES",2020-2021,02111,Clark,14.8
"Dooley ES",2021-2022,02111,Clark,31.6
"Dooley ES",2022-2023,02111,Clark,32.1
"Dooley ES",2023-2024,02111,Clark,27.4
"Doris French Elementary School",2024-2025,02268,Clark,21.0
"Doris Hancock Elementary School",2024-2025,02207,Clark,38.3
"Doris M Reed Elementary School",2024-2025,02295,Clark,34.8
"Dorothy Eisenberg Elementary School",2024-2025,02118,Clark,25.0
"Dr Beverly S Mathis Elementary School",2024-2025,02072,Clark,20.0
"Dr C Owen Roundy Elementary School",2024-2025,02096,Clark,23.7
"Dr Claude G Perkins Elementary School",2024-2025,02091,Clark,37.1
"Dr William H Bailey Middle School",2024-2025,02357,Clark,34.1
"Duane D Keller Middle School",2024-2025,02332,Clark,43.2
"Duncan ES",2018-2019,02076,Clark,20.9
"Duncan ES",2020-2021,02076,Clark,32.1
"Duncan ES",2021-2022,02076,Clark,48.8
"Duncan ES",2022-2023,02076,Clark,43.5
"Duncan ES",2023-2024,02076,Clark,32.7
"DVorre & Hal Ober Elementary School",2024-2025,02283,Clark,31.6
"E W Griffith Elementary School",2024-2025,02208,Clark,29.5
"Earl (Ira) ES",2018-2019,02212,Clark,20.7
"Earl (Ira) ES",2020-2021,02212,Clark,40.8
"Earl (Ira) ES",2021-2022,02212,Clark,45.8
"Earl (Ira) ES",2022-2023,02212,Clark,42.1
"Earl (Ira) ES",2023-2024,02212,Clark,33.2
"Earl (Marion) ES",2018-2019,02296,Clark,18.6
"Earl (Marion) ES",2020-2021,02296,Clark,18.9
"Earl (Marion) ES",2021-2022,02296,Clark,36.8
"Earl (Marion) ES",2022-2023,02296,Clark,33.8
"Earl (Marion) ES",2023-2024,02296,Clark,25.5
"Earl N Jenkins Elementary School",2024-2025,02062,Clark,27.9
"Ed Von Tobel Middle School",2024-2025,02301,Clark,36.6
"Edith Garehime Elementary School",2024-2025,02167,Clark,28.9
"Edmundo Eddie Escobedo Sr. Middle School",2024-2025,02361,Clark,33.1
"Edna F Hinman Elementary School",2024-2025,02297,Clark,28.9
"Edwards ES",2018-2019,02267,Clark,17.1
"Edwards ES",2020-2021,02267,Clark,22.6
"Edwards ES",2021-2022,02267,Clark,47.0
"Edwards ES",2022-2023,02267,Clark,45.4
"Edwards ES",2023-2024,02267,Clark,32.8
"Edythe & Lloyd Katz Elementary School",2024-2025,02134,Clark,28.9
"Eileen B Brookman Elementary School",2024-2025,02179,Clark,22.7
"Eileen Conners Elementary School",2024-2025,02184,Clark,22.5
"Eisenberg ES",2018-2019,02118,Clark,20.9
"Eisenberg ES",2020-2021,02118,Clark,18.0
"Eisenberg ES",2021-2022,02118,Clark,38.3
"Eisenberg ES",2022-2023,02118,Clark,31.7
"Eisenberg ES",2023-2024,02118,Clark,30.2
"Elaine Wynn Elementary School",2024-2025,02121,Clark,38.0
"Elbert Edwards Elementary School",2024-2025,02267,Clark,29.7
"Elise L Wolff Elementary School",2024-2025,02287,Clark,16.9
"Elizabeth Wilhelm Elementary School",2024-2025,02149,Clark,33.1
"Elizondo ES",2018-2019,02164,Clark,17.6
"Elizondo ES",2020-2021,02164,Clark,21.3
"Elizondo ES",2021-2022,02164,Clark,44.0
"Elizondo ES",2022-2023,02164,Clark,41.0
"Elizondo ES",2023-2024,02164,Clark,39.3
"Ellis ES",2018-2019,02064,Clark,9.6
"Ellis ES",2020-2021,02064,Clark,5.0
"Ellis ES",2021-2022,02064,Clark,24.9
"Ellis ES",2022-2023,02064,Clark,21.3
"Ellis ES",2023-2024,02064,Clark,18.1
"Elton M Garrett Junior High School",2024-2025,02318,Clark,24.2
"Ernest Becker Middle School",2024-2025,02327,Clark,9.3
"Ernest May Elementary School",2024-2025,02132,Clark,27.8
"Escobedo MS",2018-2019,02361,Clark,17.4
"Escobedo MS",2020-2021,02361,Clark,38.2
"Escobedo MS",2021-2022,02361,Clark,35.0
"Escobedo MS",2022-2023,02361,Clark,35.5
"Escobedo MS",2023-2024,02361,Clark,33.6
"Estes M McDoniel Elementary School",2024-2025,02298,Clark,13.4
"Ethel W Staton Elementary School",2024-2025,02286,Clark,12.7
"Eva G Simmons Elementary School",2024-2025,02189,Clark,23.6
"Eva Wolfe Elementary School",2024-2025,02152,Clark,21.1
